geneticSampleID,dnaSampleID,dataQF.x,meanCopyNumber_fungi,copyNumberStandardDeviation_fungi,dataQF.y,meanCopyNumber_bacteria and archaea,copyNumberStandardDeviation_bacteria and archaea,legacy,fb_ratio,f_proportion,siteID,test_fun,test_bac,batchID,nucleicAcidConcentration_bac_arc,nucleicAcidConcentration_fun,nucleicAcidConcentration_bac,nucleicAcidConcentration_arc,meanCqValue_bac_arc,meanCqValue_fun,meanCqValue_bac,meanCqValue_arc,pcrEfficiency_bac_arc,pcrEfficiency_fun,pcrEfficiency_bac,pcrEfficiency_arc,sampleID,compositeSampleID
STER_016-M-5.5-26-20171023-GEN,STER_016-M-5.5-26-20171023-GEN-DNA1,NA,67.2,1.6,NA,104669.2,16833.2,FALSE,6.420226771581325e-4,6.416107485076822e-4,STER,67.2,104669.2,CF90WLTY,5.9,NA,NA,NA,22.9,NA,NA,NA,NA,NA,NA,NA,STER_016-M-5.5-26-20171023,NA
STER_016-M-5.5-26-20171023-GEN,STER_016-M-5.5-26-20171023-GEN-DNA1,NA,67.2,1.6,NA,104669.2,16833.2,FALSE,6.420226771581325e-4,6.416107485076822e-4,STER,67.2,104669.2,CFH00U1Y,NA,5.9,NA,NA,NA,19.4,NA,NA,NA,NA,NA,NA,STER_016-M-5.5-26-20171023,NA
STER_016-M-7.5-28-20161129-GEN,STER_016-M-7.5-28-20161129-GEN-DNA1,NA,19.8,1.3,NA,4773,472.4,FALSE,0.004148334380892521,0.004131196795192789,STER,19.8,4773,CF0529DE,11,NA,NA,NA,23.1,NA,NA,NA,NA,NA,NA,NA,STER_016-M-7.5-28-20161129,NA
STER_016-M-7.5-28-20161129-GEN,STER_016-M-7.5-28-20161129-GEN-DNA1,NA,19.8,1.3,NA,4773,472.4,FALSE,0.004148334380892521,0.004131196795192789,STER,19.8,4773,CF05ACR9,NA,11,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,STER_016-M-7.5-28-20161129,NA
STER_016-M-8.5-0.5-20161129-GEN,STER_016-M-8.5-0.5-20161129-GEN-DNA1,NA,213.4,75.5,NA,377.1,44.7,FALSE,0.5658976398833201,0.36138865368331924,STER,213.4,377.1,CF04E3SZ,13,NA,NA,NA,21.5,NA,NA,NA,NA,NA,NA,NA,STER_016-M-8.5-0.5-20161129,NA
STER_016-M-8.5-0.5-20161129-GEN,STER_016-M-8.5-0.5-20161129-GEN-DNA1,NA,213.4,75.5,NA,377.1,44.7,FALSE,0.5658976398833201,0.36138865368331924,STER,213.4,377.1,CF052PR6,NA,13,NA,NA,NA,17.6,NA,NA,NA,NA,NA,NA,STER_016-M-8.5-0.5-20161129,NA
STER_016-M-9-26-20130627-GEN,STER_016-M-9-26-20130627-GEN-DNA1,legacyData,24686,1115,legacyData,57889898.3,2545262.8602177813,TRUE,4.264301842796639e-4,4.2624841908776336e-4,STER,24.686,57889.89829999999,Argonne National Laboratory_2015-05-15,NA,8.3,8.3,8.3,NA,NA,NA,NA,NA,NA,NA,NA,STER_016-M-9-26-20130627,STER_016-M-20130627-COMP
STER_018-M-0-13-20140917-GEN,STER_018-M-0-13-20140917-GEN-DNA1,legacyData,22111.7,988,legacyData,84620846.4,9403729.890016634,TRUE,2.61303224213555e-4,2.612349626755306e-4,STER,22.1117,84620.84640000001,Argonne National Laboratory_2015-09-22,NA,6.7,6.7,6.7,NA,NA,NA,NA,NA,NA,NA,NA,STER_018-M-0-13-20140917,NA
STER_018-M-0-26.5-20160419-GEN,STER_018-M-0-26.5-20160419-GEN-DNA1,NA,42.9,0.6,NA,86598.6,6041.5,FALSE,4.953890709549577e-4,4.951437821367359e-4,STER,42.9,86598.6,CF04E3R0,2.5,NA,NA,NA,20.3,NA,NA,NA,NA,NA,NA,NA,STER_018-M-0-26.5-20160419,NA
STER_018-M-0-26.5-20160419-GEN,STER_018-M-0-26.5-20160419-GEN-DNA1,NA,42.9,0.6,NA,86598.6,6041.5,FALSE,4.953890709549577e-4,4.951437821367359e-4,STER,42.9,86598.6,CF04E3UL,NA,2.5,NA,NA,NA,22.1,NA,NA,NA,NA,NA,NA,STER_018-M-0-26.5-20160419,NA
STER_018-M-14-6-20140917-GEN,STER_018-M-14-6-20140917-GEN-DNA1,legacyData,15819.3,846.1,legacyData,2113820,1082530.2110297915,TRUE,0.007483749798942199,0.00742815931317571,STER,15.8193,2113.82,Argonne National Laboratory_2015-09-22,NA,11.8,11.8,11.8,NA,NA,NA,NA,NA,NA,NA,NA,STER_018-M-14-6-20140917,NA
STER_018-M-17-9-20140618-GEN,STER_018-M-17-9-20140618-GEN-DNA2,NA,0,0,NA,0,0,FALSE,NA,NA,STER,0,0,CF04E3YE,5.6,NA,NA,NA,15.3,NA,NA,NA,71.3,NA,NA,NA,STER_018-M-17-9-20140618,STER_018-M-20140618-COMP
STER_018-M-17-9-20140618-GEN,STER_018-M-17-9-20140618-GEN-DNA2,NA,0,0,NA,0,0,FALSE,NA,NA,STER,0,0,CFH06B4J,NA,5.6,NA,NA,NA,20.3,NA,NA,NA,88,NA,NA,STER_018-M-17-9-20140618,STER_018-M-20140618-COMP
STER_018-M-22.5-0-20160419-GEN,STER_018-M-22.5-0-20160419-GEN-DNA1,NA,20.8,0.7,NA,42880.7,2500.8,FALSE,4.850667083326532e-4,4.8483153269699195e-4,STER,20.8,42880.7,CF04E3UR,2.2,NA,NA,NA,21.9,NA,NA,NA,61,NA,NA,NA,STER_018-M-22.5-0-20160419,NA
STER_018-M-22.5-0-20160419-GEN,STER_018-M-22.5-0-20160419-GEN-DNA1,NA,20.8,0.7,NA,42880.7,2500.8,FALSE,4.850667083326532e-4,4.8483153269699195e-4,STER,20.8,42880.7,CF04E3UN,NA,2.2,NA,NA,NA,23.2,NA,NA,NA,NA,NA,NA,STER_018-M-22.5-0-20160419,NA
STER_018-M-28-3-20140917-GEN,STER_018-M-28-3-20140917-GEN-DNA1,legacyData,27576.7,459.7,legacyData,158675948,9034484.784970032,TRUE,1.7379256495760783e-4,1.737623663502667e-4,STER,27.576700000000002,158675.948,Argonne National Laboratory_2015-09-22,NA,8.4,8.4,8.4,NA,NA,NA,NA,NA,NA,NA,NA,STER_018-M-28-3-20140917,NA
STER_018-M-29-37-20140618-GEN,STER_018-M-29-37-20140618-GEN-DNA2,NA,0,0,NA,0,0,FALSE,NA,NA,STER,0,0,CF04E3YF,5.4,NA,NA,NA,22.1,NA,NA,NA,61.4,NA,NA,NA,STER_018-M-29-37-20140618,STER_018-M-20140618-COMP
STER_018-M-29-37-20140618-GEN,STER_018-M-29-37-20140618-GEN-DNA2,NA,0,0,NA,0,0,FALSE,NA,NA,STER,0,0,CF04E3YH,NA,5.4,NA,NA,NA,22.5,NA,NA,NA,78.4,NA,NA,STER_018-M-29-37-20140618,STER_018-M-20140618-COMP
STER_018-M-3.5-10-20160419-GEN,STER_018-M-3.5-10-20160419-GEN-DNA1,NA,33.1,2.7,NA,69765,3785.7,FALSE,4.744499390812012e-4,4.742249430858433e-4,STER,33.1,69765,CF04E3R0,1.9,NA,NA,NA,21.3,NA,NA,NA,NA,NA,NA,NA,STER_018-M-3.5-10-20160419,NA
STER_018-M-3.5-10-20160419-GEN,STER_018-M-3.5-10-20160419-GEN-DNA1,NA,33.1,2.7,NA,69765,3785.7,FALSE,4.744499390812012e-4,4.742249430858433e-4,STER,33.1,69765,CF04E3UL,NA,1.9,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,STER_018-M-3.5-10-20160419,NA
STER_018-M-34-17.5-20160815-GEN,STER_018-M-34-17.5-20160815-GEN-DNA1,NA,15.5,1.8,NA,NA,NA,FALSE,NA,NA,STER,15.5,NA,CF04E3X8,NA,4.3,NA,NA,NA,25.1,NA,NA,NA,NA,NA,NA,STER_018-M-34-17.5-20160815,STER_018-M-20160815-COMP
STER_018-M-34.5-31.5-20160815-GEN,STER_018-M-34.5-31.5-20160815-GEN-DNA1,NA,9.1,0.4,NA,42618.2,14888,FALSE,2.1352379969121174e-4,2.134782170111642e-4,STER,9.1,42618.2,CF04E3X8,NA,3.6,NA,NA,NA,26.4,NA,NA,NA,NA,NA,NA,STER_018-M-34.5-31.5-20160815,STER_018-M-20160815-COMP
STER_018-M-34.5-31.5-20160815-GEN,STER_018-M-34.5-31.5-20160815-GEN-DNA1,NA,9.1,0.4,NA,42618.2,14888,FALSE,2.1352379969121174e-4,2.134782170111642e-4,STER,9.1,42618.2,CFH06B9H,3.6,NA,NA,NA,27.8,NA,NA,NA,66.4,NA,NA,NA,STER_018-M-34.5-31.5-20160815,STER_018-M-20160815-COMP
STER_018-M-6.5-31-20160815-GEN,STER_018-M-6.5-31-20160815-GEN-DNA1,NA,4,0.2,NA,NA,NA,FALSE,NA,NA,STER,4,NA,CF0529H3,NA,22,NA,NA,NA,19.8,NA,NA,NA,NA,NA,NA,STER_018-M-6.5-31-20160815,STER_018-M-20160815-COMP
STER_018-M-6.5-31-20160815-GEN,STER_018-M-6.5-31-20160815-GEN-DNA2,NA,4.8,0.3,NA,15594.9,3536.7,FALSE,3.0779293230479194e-4,3.0769822496586475e-4,STER,4.8,15594.9,CF90WLRU,NA,14,NA,NA,NA,22.5,NA,NA,NA,91.1,NA,NA,STER_018-M-6.5-31-20160815,STER_018-M-20160815-COMP
STER_018-M-6.5-31-20160815-GEN,STER_018-M-6.5-31-20160815-GEN-DNA2,NA,4.8,0.3,NA,15594.9,3536.7,FALSE,3.0779293230479194e-4,3.0769822496586475e-4,STER,4.8,15594.9,CF90WLTI,14,NA,NA,NA,25,NA,NA,NA,82,NA,NA,NA,STER_018-M-6.5-31-20160815,STER_018-M-20160815-COMP
STER_018-M-9-11-20140618-GEN,STER_018-M-9-11-20140618-GEN-DNA2,NA,0,0,NA,0,0,FALSE,NA,NA,STER,0,0,CF04E3ZP,3.8,NA,NA,NA,20.2,NA,NA,NA,70.5,NA,NA,NA,STER_018-M-9-11-20140618,STER_018-M-20140618-COMP
STER_018-M-9-11-20140618-GEN,STER_018-M-9-11-20140618-GEN-DNA2,NA,0,0,NA,0,0,FALSE,NA,NA,STER,0,0,CF04E3YL,NA,3.8,NA,NA,NA,22.2,NA,NA,NA,87.65,NA,NA,STER_018-M-9-11-20140618,STER_018-M-20140618-COMP
STER_026-M-1.5-14-20160421-GEN,STER_026-M-1.5-14-20160421-GEN-DNA1,NA,34.4,1,NA,122377.7,15816.4,FALSE,2.810969645613539e-4,2.810179712626448e-4,STER,34.4,122377.7,CF04E3UU,NA,4.4,NA,NA,NA,20.2,NA,NA,NA,NA,NA,NA,STER_026-M-1.5-14-20160421,NA
STER_026-M-1.5-14-20160421-GEN,STER_026-M-1.5-14-20160421-GEN-DNA1,NA,34.4,1,NA,122377.7,15816.4,FALSE,2.810969645613539e-4,2.810179712626448e-4,STER,34.4,122377.7,CF04E3UK,4.4,NA,NA,NA,15.1,NA,NA,NA,NA,NA,NA,NA,STER_026-M-1.5-14-20160421,NA
STER_026-M-1.5-25-20160421-GEN,STER_026-M-1.5-25-20160421-GEN-DNA1,NA,41.3,4.5,NA,84872.4,5368.5,FALSE,4.86612844693917e-4,4.8637616780331086e-4,STER,41.3,84872.4,CF04E3UN,NA,4.3,NA,NA,NA,20.8,NA,NA,NA,NA,NA,NA,STER_026-M-1.5-25-20160421,NA
STER_026-M-1.5-25-20160421-GEN,STER_026-M-1.5-25-20160421-GEN-DNA1,NA,41.3,4.5,NA,84872.4,5368.5,FALSE,4.86612844693917e-4,4.8637616780331086e-4,STER,41.3,84872.4,CF04E3UR,4.3,NA,NA,NA,19.1,NA,NA,NA,61,NA,NA,NA,STER_026-M-1.5-25-20160421,NA
STER_026-M-14-4.5-20161130-GEN,STER_026-M-14-4.5-20161130-GEN-DNA1,NA,39,2.1,NA,304,39.3,FALSE,0.12828947368421054,0.11370262390670553,STER,39,304,CF052PR6,NA,6.5,NA,NA,NA,22.5,NA,NA,NA,NA,NA,NA,STER_026-M-14-4.5-20161130,NA
STER_026-M-14-4.5-20161130-GEN,STER_026-M-14-4.5-20161130-GEN-DNA1,NA,39,2.1,NA,304,39.3,FALSE,0.12828947368421054,0.11370262390670553,STER,39,304,CF04E3SZ,6.5,NA,NA,NA,23.1,NA,NA,NA,NA,NA,NA,NA,STER_026-M-14-4.5-20161130,NA
STER_026-M-15-33-20140618-GEN,STER_026-M-15-33-20140618-GEN-DNA2,NA,0,0,NA,0,0,FALSE,NA,NA,STER,0,0,CFH06B4J,NA,5.7,NA,NA,NA,21.4,NA,NA,NA,88,NA,NA,STER_026-M-15-33-20140618,STER_026-M-20140618-COMP
STER_026-M-15-33-20140618-GEN,STER_026-M-15-33-20140618-GEN-DNA2,NA,0,0,NA,0,0,FALSE,NA,NA,STER,0,0,CF04E3YE,5.7,NA,NA,NA,19.6,NA,NA,NA,71.3,NA,NA,NA,STER_026-M-15-33-20140618,STER_026-M-20140618-COMP
STER_026-M-18-6-20170605-GEN,STER_026-M-18-6-20170605-GEN-DNA1,NA,13.4,1.1,NA,54910.5,311.1,FALSE,2.440334726509502e-4,2.439739348443938e-4,STER,13.4,54910.5,CF05FPWE,5.5,NA,NA,NA,24.3,NA,NA,NA,78.8,NA,NA,NA,STER_026-M-18-6-20170605,STER_026-M-20170605-COMP
STER_026-M-18-6-20170605-GEN,STER_026-M-18-6-20170605-GEN-DNA1,NA,13.4,1.1,NA,54910.5,311.1,FALSE,2.440334726509502e-4,2.439739348443938e-4,STER,13.4,54910.5,CF0529F8,NA,5.5,NA,NA,NA,25.1,NA,NA,NA,75.7,NA,NA,STER_026-M-18-6-20170605,STER_026-M-20170605-COMP
STER_026-M-19-1-20140917-GEN,STER_026-M-19-1-20140917-GEN-DNA1,legacyData,16102,603.4,legacyData,13230701.3,6689915.698350408,TRUE,0.00121701787644469,0.001215538544306761,STER,16.102,13230.7013,Argonne National Laboratory_2015-09-22,NA,9.2,9.2,9.2,NA,NA,NA,NA,NA,NA,NA,NA,STER_026-M-19-1-20140917,NA
STER_026-M-19-32.5-20171018-GEN,STER_026-M-19-32.5-20171018-GEN-DNA1,NA,25.8,2.8,NA,96356.1,9714.7,FALSE,2.67756789658361e-4,2.6768511515128877e-4,STER,25.8,96356.1,CF90WLTY,5.9,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,STER_026-M-19-32.5-20171018,NA
STER_026-M-19-32.5-20171018-GEN,STER_026-M-19-32.5-20171018-GEN-DNA1,NA,25.8,2.8,NA,96356.1,9714.7,FALSE,2.67756789658361e-4,2.6768511515128877e-4,STER,25.8,96356.1,CFH00U1Y,NA,5.9,NA,NA,NA,20.9,NA,NA,NA,NA,NA,NA,STER_026-M-19-32.5-20171018,NA
STER_026-M-2-33-20140618-GEN,STER_026-M-2-33-20140618-GEN-DNA2,NA,0,0,NA,0,0,FALSE,NA,NA,STER,0,0,CF04E3YF,7.2,NA,NA,NA,18.8,NA,NA,NA,61.4,NA,NA,NA,STER_026-M-2-33-20140618,STER_026-M-20140618-COMP
STER_026-M-2-33-20140618-GEN,STER_026-M-2-33-20140618-GEN-DNA2,NA,0,0,NA,0,0,FALSE,NA,NA,STER,0,0,CF04E3YH,NA,7.2,NA,NA,NA,21.3,NA,NA,NA,78.4,NA,NA,STER_026-M-2-33-20140618,STER_026-M-20140618-COMP
STER_026-M-21-36.5-20170605-GEN,STER_026-M-21-36.5-20170605-GEN-DNA1,NA,4.4,0.6,NA,46699.9,4475,FALSE,9.421861717048645e-5,9.420974085897873e-5,STER,4.4,46699.9,CF0529F8,NA,7.7,NA,NA,NA,26.5,NA,NA,NA,75.7,NA,NA,STER_026-M-21-36.5-20170605,STER_026-M-20170605-COMP
STER_026-M-21-36.5-20170605-GEN,STER_026-M-21-36.5-20170605-GEN-DNA1,NA,4.4,0.6,NA,46699.9,4475,FALSE,9.421861717048645e-5,9.420974085897873e-5,STER,4.4,46699.9,CF05FPWE,7.7,NA,NA,NA,24,NA,NA,NA,78.8,NA,NA,NA,STER_026-M-21-36.5-20170605,STER_026-M-20170605-COMP
STER_026-M-21-39-20140618-GEN,STER_026-M-21-39-20140618-GEN-DNA2,NA,0,0,NA,0,0,FALSE,NA,NA,STER,0,0,CF04E3YH,NA,8.8,NA,NA,NA,20.7,NA,NA,NA,78.4,NA,NA,STER_026-M-21-39-20140618,STER_026-M-20140618-COMP
STER_026-M-21-39-20140618-GEN,STER_026-M-21-39-20140618-GEN-DNA2,NA,0,0,NA,0,0,FALSE,NA,NA,STER,0,0,CF04E3YF,8.8,NA,NA,NA,18.2,NA,NA,NA,61.4,NA,NA,NA,STER_026-M-21-39-20140618,STER_026-M-20140618-COMP
STER_026-M-23.5-33.5-20161130-GEN,STER_026-M-23.5-33.5-20161130-GEN-DNA1,NA,85.6,10,NA,284.5,13,FALSE,0.3008787346221441,0.23128884085382326,STER,85.6,284.5,CF052PR6,NA,8.1,NA,NA,NA,20.4,NA,NA,NA,NA,NA,NA,STER_026-M-23.5-33.5-20161130,NA
STER_026-M-23.5-33.5-20161130-GEN,STER_026-M-23.5-33.5-20161130-GEN-DNA1,NA,85.6,10,NA,284.5,13,FALSE,0.3008787346221441,0.23128884085382326,STER,85.6,284.5,CF04E3SZ,8.1,NA,NA,NA,22.8,NA,NA,NA,NA,NA,NA,NA,STER_026-M-23.5-33.5-20161130,NA
STER_026-M-27.5-6.5-20160816-GEN,STER_026-M-27.5-6.5-20160816-GEN-DNA1,NA,20.4,4.7,NA,174660.8,62448.7,FALSE,1.1679781610985407e-4,1.1678417597314422e-4,STER,20.4,174660.8,CF04E3S2,NA,6.6,NA,NA,NA,23.6,NA,NA,NA,NA,NA,NA,STER_026-M-27.5-6.5-20160816,STER_026-M-20160816-COMP
STER_026-M-27.5-6.5-20160816-GEN,STER_026-M-27.5-6.5-20160816-GEN-DNA1,NA,20.4,4.7,NA,174660.8,62448.7,FALSE,1.1679781610985407e-4,1.1678417597314422e-4,STER,20.4,174660.8,CF0529KY,6.6,NA,NA,NA,15.2,NA,NA,NA,NA,NA,NA,NA,STER_026-M-27.5-6.5-20160816,STER_026-M-20160816-COMP
STER_026-M-3-28-20140917-GEN,STER_026-M-3-28-20140917-GEN-DNA1,legacyData,52429.3,1011.6,legacyData,123621948.3,13309677.876285661,TRUE,4.241099636511715e-4,4.2393017064190993e-4,STER,52.429300000000005,123621.9483,Argonne National Laboratory_2015-09-22,NA,10.8,10.8,10.8,NA,NA,NA,NA,NA,NA,NA,NA,STER_026-M-3-28-20140917,NA
STER_026-M-30-31-20160421-GEN,STER_026-M-30-31-20160421-GEN-DNA1,NA,25.7,0.2,NA,35301,10933.5,FALSE,7.280247018498059e-4,7.274950674702138e-4,STER,25.7,35301,CF04E3UN,NA,4.7,NA,NA,NA,21.5,NA,NA,NA,NA,NA,NA,STER_026-M-30-31-20160421,NA
STER_026-M-30-31-20160421-GEN,STER_026-M-30-31-20160421-GEN-DNA1,NA,25.7,0.2,NA,35301,10933.5,FALSE,7.280247018498059e-4,7.274950674702138e-4,STER,25.7,35301,CF04E3UR,4.7,NA,NA,NA,20.8,NA,NA,NA,61,NA,NA,NA,STER_026-M-30-31-20160421,NA
STER_026-M-33.5-23-20160816-GEN,STER_026-M-33.5-23-20160816-GEN-DNA1,NA,4.4,0.2,NA,11068.3,3038.9,FALSE,3.9753168960002895e-4,3.9737372095333573e-4,STER,4.4,11068.3,CFH06B9I,15,NA,NA,NA,26.1,NA,NA,NA,79.1,NA,NA,NA,STER_026-M-33.5-23-20160816,STER_026-M-20160816-COMP
STER_026-M-33.5-23-20160816-GEN,STER_026-M-33.5-23-20160816-GEN-DNA1,NA,4.4,0.2,NA,11068.3,3038.9,FALSE,3.9753168960002895e-4,3.9737372095333573e-4,STER,4.4,11068.3,CF090DYKY,NA,15,NA,NA,NA,22.6,NA,NA,NA,89.3,NA,NA,STER_026-M-33.5-23-20160816,STER_026-M-20160816-COMP
STER_026-M-33.5-23-20160816-GEN,STER_026-M-33.5-23-20160816-GEN-DNA2,NA,32.2,1.9,NA,107840.5,6340.2,FALSE,2.9858912004302655e-4,2.9849999119332325e-4,STER,32.2,107840.5,CF0529H4,4.5,NA,NA,NA,16,NA,NA,NA,67.2,NA,NA,NA,STER_026-M-33.5-23-20160816,STER_026-M-20160816-COMP
STER_026-M-33.5-23-20160816-GEN,STER_026-M-33.5-23-20160816-GEN-DNA2,NA,32.2,1.9,NA,107840.5,6340.2,FALSE,2.9858912004302655e-4,2.9849999119332325e-4,STER,32.2,107840.5,CF0529KO,NA,4.5,NA,NA,NA,20.6,NA,NA,NA,75.9,NA,NA,STER_026-M-33.5-23-20160816,STER_026-M-20160816-COMP
STER_026-M-35-19-20140530-GEN,STER_026-M-35-19-20140530-GEN-DNA1,NA,0,0,NA,NA,NA,FALSE,NA,NA,STER,0,NA,CF04E3TE,NA,3.4,NA,NA,NA,36.5,NA,NA,NA,NA,NA,NA,STER_026-M-35-19-20140530,NA
STER_026-M-36-15-20171018-GEN,STER_026-M-36-15-20171018-GEN-DNA1,NA,93.6,8,NA,126683.7,9311.4,FALSE,7.388480128066989e-4,7.383025194573476e-4,STER,93.6,126683.7,CFH00U1Y,NA,2.8,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,STER_026-M-36-15-20171018,NA
STER_026-M-36-15-20171018-GEN,STER_026-M-36-15-20171018-GEN-DNA1,NA,93.6,8,NA,126683.7,9311.4,FALSE,7.388480128066989e-4,7.383025194573476e-4,STER,93.6,126683.7,CF90WLTY,2.8,NA,NA,NA,23.8,NA,NA,NA,NA,NA,NA,NA,STER_026-M-36-15-20171018,NA
STER_026-M-36.5-17-20170410-GEN,STER_026-M-36.5-17-20170410-GEN-DNA1,NA,NA,NA,NA,36947.7,1939.6,FALSE,NA,NA,STER,NA,36947.7,CF05FPWE,6.1,NA,NA,NA,24.8,NA,NA,NA,78.8,NA,NA,NA,STER_026-M-36.5-17-20170410,NA
STER_026-M-39-36-20170410-GEN,STER_026-M-39-36-20170410-GEN-DNA1,NA,NA,NA,NA,39682,9400.8,FALSE,NA,NA,STER,NA,39682,CF052PR7,5.5,NA,NA,NA,24.2,NA,NA,NA,78.2,NA,NA,NA,STER_026-M-39-36-20170410,NA
STER_026-M-4.5-33-20161130-GEN,STER_026-M-4.5-33-20161130-GEN-DNA1,NA,4.7,0.2,NA,100174.3,21820.3,FALSE,4.6918221539856034e-5,4.691602032362072e-5,STER,4.7,100174.3,CF052PSA,7.7,NA,NA,NA,26.4,NA,NA,NA,61.6,NA,NA,NA,STER_026-M-4.5-33-20161130,NA
STER_026-M-4.5-33-20161130-GEN,STER_026-M-4.5-33-20161130-GEN-DNA1,NA,4.7,0.2,NA,100174.3,21820.3,FALSE,4.6918221539856034e-5,4.691602032362072e-5,STER,4.7,100174.3,CF052PSF,NA,7.7,NA,NA,NA,23.3,NA,NA,NA,79.9,NA,NA,STER_026-M-4.5-33-20161130,NA
STER_026-M-5-31-20170605-GEN,STER_026-M-5-31-20170605-GEN-DNA1,NA,5.1,0.7,NA,2834.4,1720.1,FALSE,0.0017993226079593564,0.0017960908610670891,STER,5.1,2834.4,CF052PR8,4.5,NA,NA,NA,32.7,NA,NA,NA,67.2,NA,NA,NA,STER_026-M-5-31-20170605,STER_026-M-20170605-COMP
STER_026-M-5-31-20170605-GEN,STER_026-M-5-31-20170605-GEN-DNA1,NA,5.1,0.7,NA,2834.4,1720.1,FALSE,0.0017993226079593564,0.0017960908610670891,STER,5.1,2834.4,CFH06B46,NA,4.5,NA,NA,NA,22,NA,NA,NA,93.7,NA,NA,STER_026-M-5-31-20170605,STER_026-M-20170605-COMP
STER_026-M-6-10.5-20171018-GEN,STER_026-M-6-10.5-20171018-GEN-DNA1,NA,9.4,2.6,NA,97695.7,18017.3,FALSE,9.621713135787963e-5,9.620787451218003e-5,STER,9.4,97695.7,CFH00U1X,NA,4,NA,NA,NA,22.8,NA,NA,NA,NA,NA,NA,STER_026-M-6-10.5-20171018,NA
STER_026-M-6-10.5-20171018-GEN,STER_026-M-6-10.5-20171018-GEN-DNA1,NA,9.4,2.6,NA,97695.7,18017.3,FALSE,9.621713135787963e-5,9.620787451218003e-5,STER,9.4,97695.7,CF90WLTX,4,NA,NA,NA,23.6,NA,NA,NA,NA,NA,NA,NA,STER_026-M-6-10.5-20171018,NA
STER_026-M-6.5-35.5-20170410-GEN,STER_026-M-6.5-35.5-20170410-GEN-DNA1,NA,21.9,0.6,NA,36847.4,2074.5,FALSE,5.943431558264626e-4,5.939901218629048e-4,STER,21.9,36847.4,CF05FPWE,6.8,NA,NA,NA,24.6,NA,NA,NA,78.8,NA,NA,NA,STER_026-M-6.5-35.5-20170410,NA
STER_026-M-6.5-35.5-20170410-GEN,STER_026-M-6.5-35.5-20170410-GEN-DNA1,NA,21.9,0.6,NA,36847.4,2074.5,FALSE,5.943431558264626e-4,5.939901218629048e-4,STER,21.9,36847.4,CF0529F8,NA,6.8,NA,NA,NA,23.9,NA,NA,NA,75.7,NA,NA,STER_026-M-6.5-35.5-20170410,NA
STER_026-M-9-34-20140917-GEN,STER_026-M-9-34-20140917-GEN-DNA1,legacyData,29047,161.4,legacyData,183059751.7,12095557.555464568,TRUE,1.5867496667209782e-4,1.5864979292149346e-4,STER,29.047,183059.7517,Argonne National Laboratory_2015-09-22,NA,7.4,7.4,7.4,NA,NA,NA,NA,NA,NA,NA,NA,STER_026-M-9-34-20140917,NA
STER_027-M-1-7-20140723-GEN,STER_027-M-1-7-20140723-GEN-DNA1,legacyData,35425,563.1,legacyData,31540349.6,3441615.53896154,TRUE,0.0011231644686652427,0.0011219043855221844,STER,35.425,31540.3496,Argonne National Laboratory_2015-09-22,NA,8.1,8.1,8.1,NA,NA,NA,NA,NA,NA,NA,NA,STER_027-M-1-7-20140723,NA
STER_027-M-12-7.5-20171023-GEN,STER_027-M-12-7.5-20171023-GEN-DNA1,NA,14,1.9,NA,108842.3,20797.2,FALSE,1.2862646232209352e-4,1.2860991968310516e-4,STER,14,108842.3,CFH00U1X,NA,3.9,NA,NA,NA,22.2,NA,NA,NA,NA,NA,NA,STER_027-M-12-7.5-20171023,NA
STER_027-M-12-7.5-20171023-GEN,STER_027-M-12-7.5-20171023-GEN-DNA1,NA,14,1.9,NA,108842.3,20797.2,FALSE,1.2862646232209352e-4,1.2860991968310516e-4,STER,14,108842.3,CF90WLTX,3.9,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,STER_027-M-12-7.5-20171023,NA
STER_027-M-13.5-3-20161129-GEN,STER_027-M-13.5-3-20161129-GEN-DNA1,NA,3.6,0.1,NA,54372.7,3281,FALSE,6.620969714581031e-5,6.620531371204e-5,STER,3.6,54372.7,CF052PSF,NA,7.1,NA,NA,NA,23.9,NA,NA,NA,79.9,NA,NA,STER_027-M-13.5-3-20161129,NA
STER_027-M-13.5-3-20161129-GEN,STER_027-M-13.5-3-20161129-GEN-DNA1,NA,3.6,0.1,NA,54372.7,3281,FALSE,6.620969714581031e-5,6.620531371204e-5,STER,3.6,54372.7,CF052PSA,7.1,NA,NA,NA,27.8,NA,NA,NA,61.6,NA,NA,NA,STER_027-M-13.5-3-20161129,NA
STER_027-M-14.5-33.5-20160817-GEN,STER_027-M-14.5-33.5-20160817-GEN-DNA1,NA,6.4,0.7,NA,29757.4,11157,FALSE,2.1507255338167985e-4,2.1502630712476228e-4,STER,6.4,29757.4,CFH06B9I,15,NA,NA,NA,24.4,NA,NA,NA,79.1,NA,NA,NA,STER_027-M-14.5-33.5-20160817,STER_027-M-20160817-COMP
