"genomicsSampleID","d15N","organicd13C","nitrogenPercent","organicCPercent","soilTemp","soilMoisture","soilInWaterpH","soilInCaClpH","latitude","longitude","elevation","sampleTiming","nlcdClass"
"SRER_053-M-20190806-COMP",NA,NA,NA,NA,30.6333333333333,0.054,8.69666666666667,7.83666666666667,31.909824,-110.835912,996.7,"peakGreenness","shrubScrub"
"SRER_053-M-20210810-COMP",NA,NA,NA,NA,24.475,0.07075,8.63,8.01,31.909824,-110.835912,996.7,"peakGreenness","shrubScrub"
"SRER_053-M-20220816-COMP",NA,NA,NA,NA,33.6333333333333,0.0393333333333333,8.37333333333333,7.89666666666667,31.909824,-110.835912,996.7,"peakGreenness","shrubScrub"
"STEI_001-M-20160720-COMP",NA,NA,NA,NA,17.5666666666667,0.436,5.54666666666667,4.86,45.812246,-90.092743,505.9,"peakGreenness","deciduousForest"
"STEI_001-M-20170705-COMP",5.3,-25.375,0.765,9.77,15.125,0.69675,5.68,4.82,45.812246,-90.092743,505.9,"peakGreenness","deciduousForest"
"STEI_001-M-20220712-COMP",4.46666666666667,-25.8666666666667,0.386666666666667,4.86666666666667,16.9,0.298,5.34333333333333,4.72,45.812246,-90.092743,505.9,"peakGreenness","deciduousForest"
"STEI_002-M-20160721-COMP",NA,NA,NA,NA,18.4333333333333,0.285666666666667,5.36666666666667,4.59333333333333,45.797373,-90.092307,524.3,"peakGreenness","deciduousForest"
"STEI_002-M-20170705-COMP",4.16666666666667,-25.9666666666667,0.14,1.81,15.2666666666667,0.282666666666667,5.52,4.49,45.797373,-90.092307,524.3,"peakGreenness","deciduousForest"
"STEI_002-M-20220712-COMP",5.16666666666667,-25.8,0.156666666666667,1.86666666666667,16.6666666666667,0.229333333333333,5.02666666666667,4.25,45.797373,-90.092307,524.3,"peakGreenness","deciduousForest"
"STEI_003-M-20160720-COMP",NA,NA,NA,NA,17.8,0.258,5.26,4.33,45.82494,-90.072607,502.4,"peakGreenness","deciduousForest"
"STEI_003-M-20170705-COMP",4,-26.2,0.126666666666667,1.94666666666667,14.7333333333333,0.257333333333333,5.93333333333333,4.86666666666667,45.82494,-90.072607,502.4,"peakGreenness","deciduousForest"
"STEI_003-M-20220712-COMP",2.95,-27,0.175,2.44,16.85,0.1425,5.1,4.335,45.82494,-90.072607,502.4,"peakGreenness","deciduousForest"
"STEI_003-O-20160720-COMP",NA,NA,NA,NA,17.55,0.757,4.955,4.245,45.82494,-90.072607,502.4,"peakGreenness","deciduousForest"
"STEI_004-M-20160721-COMP",NA,NA,NA,NA,18.3333333333333,0.230333333333333,5.62333333333333,4.78666666666667,45.797883,-90.064162,508.4,"peakGreenness","deciduousForest"
"STEI_004-M-20170705-COMP",3.9,-26,0.163333333333333,2.32333333333333,15.1666666666667,0.236,5.65333333333333,4.72,45.797883,-90.064162,508.4,"peakGreenness","deciduousForest"
"STEI_004-M-20220712-COMP",2.96666666666667,-26.7666666666667,0.246666666666667,3.40666666666667,17,0.188333333333333,5.39333333333333,4.74333333333333,45.797883,-90.064162,508.4,"peakGreenness","deciduousForest"
"STEI_005-M-20160720-COMP",NA,NA,NA,NA,17.6666666666667,0.245333333333333,5.49,4.67333333333333,45.826444,-90.086211,500,"peakGreenness","deciduousForest"
"STEI_008-M-20170705-COMP",4.9,-25.8666666666667,0.09,1.46,13.8,0.168,5.53,4.36,45.802505,-90.062109,496.5,"peakGreenness","mixedForest"
"STEI_008-M-20220712-COMP",3.66666666666667,-26.3666666666667,0.233333333333333,3.68,15.9333333333333,0.138,4.73,4.03,45.802505,-90.062109,496.5,"peakGreenness","mixedForest"
"STEI_008-O-20160721-COMP",NA,NA,NA,NA,17.5,0.444333333333333,5.06666666666667,4.35666666666667,45.802505,-90.062109,496.5,"peakGreenness","mixedForest"
"STEI_021-M-20170705-COMP",1.13333333333333,-28.4333333333333,1.74,31.7666666666667,13.4333333333333,5.06,5.65,5.02333333333333,45.834307,-90.085088,480.1,"peakGreenness","woodyWetlands"
"STEI_021-O-20170705-COMP",NA,NA,NA,NA,13.4333333333333,6.90633333333333,5.86666666666667,5.12333333333333,45.834307,-90.085088,480.1,"peakGreenness","woodyWetlands"
"STEI_021-O-20220712-COMP",1.53333333333333,-26.2,1.65,29.9733333333333,16,2.56733333333333,5.52,4.95,45.834307,-90.085088,480.1,"peakGreenness","woodyWetlands"
"STEI_047-M-20160720-COMP",NA,NA,NA,NA,18.1333333333333,0.200333333333333,5.28,4.40666666666667,45.506178,-89.588573,472.6,"peakGreenness","deciduousForest"
"STEI_047-M-20170706-COMP",2.875,-26.625,0.1275,1.89,16.25,0.37475,5.5525,4.6575,45.506178,-89.588573,472.6,"peakGreenness","deciduousForest"
"STEI_047-M-20220713-COMP",2.93333333333333,-26.5333333333333,0.2,2.84666666666667,15.8,0.221333333333333,5.03666666666667,4.42666666666667,45.506178,-89.588573,472.6,"peakGreenness","deciduousForest"
"STEI_053-M-20160721-COMP",NA,NA,NA,NA,19.0666666666667,NA,5.04333333333333,4.27666666666667,45.505661,-89.587394,471.7,"peakGreenness","deciduousForest"
"STEI_053-M-20170706-COMP",2.76666666666667,-26.5666666666667,0.173333333333333,2.67,15.7333333333333,0.298,5.34666666666667,4.45666666666667,45.505661,-89.587394,471.7,"peakGreenness","deciduousForest"
"STEI_053-M-20220713-COMP",3.86666666666667,-26.1666666666667,0.226666666666667,3.85,17,0.185666666666667,4.73,4.16666666666667,45.505661,-89.587394,471.7,"peakGreenness","deciduousForest"
"STEI_059-M-20160720-COMP",NA,NA,NA,NA,18.3,0.273,5.285,4.28,45.508883,-89.588327,474.5,"peakGreenness","deciduousForest"
"STEI_059-M-20170706-COMP",4.23333333333333,-26.2666666666667,0.133333333333333,2.45333333333333,15.8666666666667,0.300333333333333,5.05666666666667,4.07,45.508883,-89.588327,474.5,"peakGreenness","deciduousForest"
"STEI_059-M-20220713-COMP",2.65,-26.8,0.2175,4.2,15.275,0.25675,4.6725,3.9625,45.508883,-89.588327,474.5,"peakGreenness","deciduousForest"
"STEI_059-O-20160720-COMP",NA,NA,NA,NA,17.8,1.112,4.04,3.04,45.508883,-89.588327,474.5,"peakGreenness","deciduousForest"
"STEI_060-M-20160726-COMP",NA,NA,NA,NA,17.6,0.2005,4.98,4.19,45.506757,-89.58706,472.4,"peakGreenness","deciduousForest"
"STEI_060-M-20170706-COMP",2.925,-26.375,0.35,8.745,14.825,0.324,4.9775,4.0125,45.506757,-89.58706,472.4,"peakGreenness","deciduousForest"
"STEI_060-M-20220713-COMP",2.7,-27,0.22,5.395,15.9,0.3135,4.22,3.615,45.506757,-89.58706,472.4,"peakGreenness","deciduousForest"
"STEI_060-O-20160726-COMP",NA,NA,NA,NA,15.2,1.825,4.58,4.13,45.506757,-89.58706,472.4,"peakGreenness","deciduousForest"
"STEI_060-O-20170706-COMP",0.55,-27.75,1.06,22.77,14.25,4.6265,4.285,3.225,45.506757,-89.58706,472.4,"peakGreenness","deciduousForest"
"STEI_060-O-20220713-COMP",-0.6,-27.8,1.44,36.31,14.5,1.964,3.96,3.23,45.506757,-89.58706,472.4,"peakGreenness","deciduousForest"
"STER_003-M-20130627-COMP",NA,NA,NA,NA,NA,NA,NA,NA,40.465235,-103.032104,1362.2,"other","cultivatedCrops"
"STER_003-M-20131217-COMP",NA,NA,NA,NA,NA,NA,NA,NA,40.465235,-103.032104,1362.2,"other","cultivatedCrops"
"STER_003-M-20140325-COMP",NA,NA,NA,NA,NA,NA,NA,NA,40.465235,-103.032104,1362.2,"winterSpringTransition","cultivatedCrops"
"STER_004-M-20130627-COMP",NA,NA,NA,NA,NA,NA,NA,NA,40.463078,-103.03289,1362.3,"other","cultivatedCrops"
"STER_004-M-20131217-COMP",NA,NA,NA,NA,NA,NA,NA,NA,40.463078,-103.03289,1362.3,"other","cultivatedCrops"
"STER_004-M-20140325-COMP",NA,NA,NA,NA,NA,NA,NA,NA,40.463078,-103.03289,1362.3,"winterSpringTransition","cultivatedCrops"
"STER_005-M-20130627-COMP",NA,NA,NA,NA,NA,NA,NA,NA,40.460659,-103.033324,1363.6,"other","cultivatedCrops"
"STER_005-M-20140325-COMP",NA,NA,NA,NA,NA,NA,NA,NA,40.460659,-103.033324,1363.6,"winterSpringTransition","cultivatedCrops"
"STER_005-M-20140618-COMP",NA,NA,NA,NA,24.6666666666667,0.150333333333333,7.19333333333333,6.35333333333333,40.460659,-103.033324,1363.6,"other","cultivatedCrops"
"STER_005-M-20160816-COMP",NA,NA,NA,NA,20.9333333333333,0.117666666666667,6.87333333333333,6.38333333333333,40.460659,-103.033324,1363.6,"peakGreenness","cultivatedCrops"
"STER_006-M-20140325-COMP",NA,NA,NA,NA,NA,NA,NA,NA,40.463935,-103.035332,1361.2,"winterSpringTransition","cultivatedCrops"
"STER_006-M-20140618-COMP",NA,NA,NA,NA,26.3333333333333,0.114333333333333,6.56666666666667,5.78333333333333,40.463935,-103.035332,1361.2,"other","cultivatedCrops"
"STER_006-M-20160815-COMP",NA,NA,NA,NA,23.0666666666667,0.0836666666666667,6.88,5.95666666666667,40.463935,-103.035332,1361.2,"peakGreenness","cultivatedCrops"
"STER_006-M-20170606-COMP",NA,NA,NA,NA,18.7666666666667,0.189333333333333,6.92666666666667,5.78,40.463935,-103.035332,1361.2,"peakGreenness","cultivatedCrops"
"STER_006-M-20220607-COMP",NA,NA,NA,NA,17.6,0.203,6.4275,5.8625,40.463935,-103.035332,1361.2,"peakGreenness","cultivatedCrops"
"STER_010-M-20170606-COMP",NA,NA,NA,NA,19.7,0.179666666666667,7.81333333333333,6.96,40.460611,-103.030496,1363.1,"peakGreenness","cultivatedCrops"
"STER_010-M-20220606-COMP",NA,NA,NA,NA,21.6666666666667,0.195333333333333,7.66333333333333,7.16666666666667,40.460611,-103.030496,1363.1,"peakGreenness","cultivatedCrops"
"STER_011-M-20170606-COMP",NA,NA,NA,NA,20.075,0.17675,7.3325,6.3725,40.461168,-103.031538,1362.6,"peakGreenness","cultivatedCrops"
"STER_011-M-20220606-COMP",NA,NA,NA,NA,21.6666666666667,0.194333333333333,7.44666666666667,6.95,40.461168,-103.031538,1362.6,"peakGreenness","cultivatedCrops"
"STER_012-M-20170606-COMP",NA,NA,NA,NA,19.2,0.21,7.39666666666667,6.57333333333333,40.460053,-103.029801,1363.7,"peakGreenness","cultivatedCrops"
"STER_012-M-20220607-COMP",NA,NA,NA,NA,19.1,0.225333333333333,7.27333333333333,6.71666666666667,40.460053,-103.029801,1363.7,"peakGreenness","cultivatedCrops"
"STER_016-M-20130627-COMP",NA,NA,NA,NA,NA,NA,NA,NA,40.463856,-103.030754,1360.6,"other","cultivatedCrops"
"STER_016-M-20170606-COMP",NA,NA,NA,NA,19.4333333333333,0.197,7.14333333333333,6.24666666666667,40.463856,-103.030754,1360.6,"peakGreenness","cultivatedCrops"
"STER_016-M-20220606-COMP",NA,NA,NA,NA,18.6,0.219,6.85333333333333,6.27,40.463856,-103.030754,1360.6,"peakGreenness","cultivatedCrops"
"STER_018-M-20140618-COMP",NA,NA,NA,NA,24.6666666666667,0.144333333333333,7.65666666666667,6.87333333333333,40.465261,-103.0346,1362.6,"other","cultivatedCrops"
"STER_018-M-20160815-COMP",NA,NA,NA,NA,23.6666666666667,0.129666666666667,6.87333333333333,6.12,40.465261,-103.0346,1362.6,"peakGreenness","cultivatedCrops"
"STER_026-M-20140618-COMP",NA,NA,NA,NA,24.6666666666667,0.138666666666667,6.53666666666667,6.09666666666667,40.474713,-103.0243,1360.8,"other","cultivatedCrops"
"STER_026-M-20160816-COMP",NA,NA,NA,NA,26.4,0.0813333333333333,6.26,5.61666666666667,40.474713,-103.0243,1360.8,"peakGreenness","cultivatedCrops"
"STER_026-M-20170605-COMP",NA,NA,NA,NA,18.2333333333333,0.171666666666667,7.41666666666667,6.24333333333333,40.474713,-103.0243,1360.8,"peakGreenness","cultivatedCrops"
"STER_026-M-20220606-COMP",NA,NA,NA,NA,23.5666666666667,0.140666666666667,6.38666666666667,5.92666666666667,40.474713,-103.0243,1360.8,"peakGreenness","cultivatedCrops"
"STER_027-M-20160817-COMP",NA,NA,NA,NA,31.9,0.105666666666667,7.04,6.74333333333333,40.480827,-103.018821,1368.4,"peakGreenness","cultivatedCrops"
"STER_027-M-20170605-COMP",NA,NA,NA,NA,20.1333333333333,0.146,7.35,6.36666666666667,40.480827,-103.018821,1368.4,"peakGreenness","cultivatedCrops"
"STER_027-M-20220606-COMP",NA,NA,NA,NA,18.7,0.13,7.15666666666667,6.81666666666667,40.480827,-103.018821,1368.4,"peakGreenness","cultivatedCrops"
"STER_028-M-20160816-COMP",NA,NA,NA,NA,25.8,0.0893333333333333,7.05666666666667,6.45,40.473273,-103.018333,1359.6,"peakGreenness","cultivatedCrops"
"STER_028-M-20170605-COMP",NA,NA,NA,NA,17.2,0.166666666666667,7.20333333333333,6.29,40.473273,-103.018333,1359.6,"peakGreenness","cultivatedCrops"
"STER_028-M-20220606-COMP",NA,NA,NA,NA,22.9,0.14775,7.5875,7.1375,40.473273,-103.018333,1359.6,"peakGreenness","cultivatedCrops"
"STER_029-M-20160817-COMP",NA,NA,NA,NA,25.1666666666667,0.0756666666666667,6.79666666666667,6.32,40.468561,-103.011749,1353.3,"peakGreenness","cultivatedCrops"
"STER_029-M-20170605-COMP",NA,NA,NA,NA,18.8,0.113333333333333,7.27666666666667,6.19666666666667,40.468561,-103.011749,1353.3,"peakGreenness","cultivatedCrops"
"STER_029-M-20220607-COMP",NA,NA,NA,NA,16.6333333333333,0.148,6.49,5.90666666666667,40.468561,-103.011749,1353.3,"peakGreenness","cultivatedCrops"
"STER_031-M-20160817-COMP",NA,NA,NA,NA,26.8333333333333,0.088,6.51,5.88666666666667,40.470725,-103.011685,1353.3,"peakGreenness","cultivatedCrops"
"STER_031-M-20170605-COMP",NA,NA,NA,NA,18.05,0.14025,7.1225,6.09,40.470725,-103.011685,1353.3,"peakGreenness","cultivatedCrops"
"STER_031-M-20220607-COMP",NA,NA,NA,NA,16.0333333333333,0.166666666666667,6.41666666666667,5.80666666666667,40.470725,-103.011685,1353.3,"peakGreenness","cultivatedCrops"
"STER_032-M-20160816-COMP",NA,NA,NA,NA,32.2,0.0776666666666667,6.65,6,40.472029,-103.025102,1362.6,"peakGreenness","cultivatedCrops"
"STER_033-M-20160818-COMP",NA,NA,NA,NA,22.8,0.0693333333333333,7.52333333333333,6.87666666666667,40.47639,-103.011866,1356.6,"peakGreenness","cultivatedCrops"
"STER_034-M-20160817-COMP",NA,NA,NA,NA,30.4666666666667,0.072,8.21666666666667,7.59333333333333,40.478666,-103.019238,1365.9,"peakGreenness","cultivatedCrops"
"STER_035-M-20160817-COMP",NA,NA,NA,NA,24.5666666666667,0.088,8.25666666666667,7.61666666666667,40.469719,-103.016662,1362.2,"peakGreenness","cultivatedCrops"
"TALL_001-M-20140516-COMP",NA,NA,NA,NA,18,0.471,4.57333333333333,3.82666666666667,32.977665,-87.432705,100.3,"other","deciduousForest"
"TALL_001-M-20140708-COMP",4.96666666666667,-27.3666666666667,0.12,4.14333333333333,NA,NA,4.865,3.975,32.977665,-87.432705,100.3,"peakGreenness","deciduousForest"
"TALL_001-M-20160823-COMP",NA,NA,NA,NA,22.6666666666667,0.632333333333333,5.04333333333333,4.03,32.977665,-87.432705,100.3,"peakGreenness","deciduousForest"
"TALL_001-M-20170612-COMP",6.2,-26.7,0.09,1.98,21.8,0.213,5.22,4.49,32.977665,-87.432705,100.3,"peakGreenness","deciduousForest"
"TALL_001-M-20180620-COMP",NA,NA,NA,NA,23.3666666666667,0.159333333333333,4.74666666666667,3.64666666666667,32.977665,-87.432705,100.3,"peakGreenness","deciduousForest"
"TALL_001-M-20190618-COMP",NA,NA,NA,NA,22.0333333333333,0.161,5.02666666666667,4.19333333333333,32.977665,-87.432705,100.3,"peakGreenness","deciduousForest"
"TALL_001-M-20200713-COMP",NA,NA,NA,NA,23.2333333333333,0.155666666666667,4.70333333333333,4.00666666666667,32.977665,-87.432705,100.3,"peakGreenness","deciduousForest"
"TALL_001-M-20210603-COMP",3.06666666666667,-27.9,0.143333333333333,3.86333333333333,21.1333333333333,0.14,4.54666666666667,3.90666666666667,32.977665,-87.432705,100.3,"peakGreenness","deciduousForest"
"TALL_001-M-20220606-COMP",NA,NA,NA,NA,21.3,0.248333333333333,4.56333333333333,3.82,32.977665,-87.432705,100.3,"peakGreenness","deciduousForest"
"TALL_001-M-20230531-COMP",NA,NA,NA,NA,19.4,0.184,4.77666666666667,4.04,32.977665,-87.432705,100.3,"peakGreenness","deciduousForest"
"TALL_001-O-20140516-COMP",NA,NA,NA,NA,18,0.732333333333333,3.96666666666667,3.30333333333333,32.977665,-87.432705,100.3,"other","deciduousForest"
"TALL_001-O-20140708-COMP",2.16666666666667,-28.1333333333333,0.356666666666667,9.69666666666667,NA,NA,4.465,3.64,32.977665,-87.432705,100.3,"peakGreenness","deciduousForest"
"TALL_001-O-20170612-COMP",3.925,-27.95,0.2625,6.71,21.275,0.18575,5.1,4.415,32.977665,-87.432705,100.3,"peakGreenness","deciduousForest"
"TALL_002-M-20140708-COMP",3.73333333333333,-27.4333333333333,0.0733333333333333,1.88,17.3333333333333,0.149,5.60333333333333,4.5,32.922166,-87.428895,114.9,"peakGreenness","mixedForest"
"TALL_002-M-20170612-COMP",4.9,-27.0333333333333,0.0533333333333333,1.25333333333333,21.7,0.185,5.11,4.1,32.922166,-87.428895,114.9,"peakGreenness","mixedForest"
"TALL_002-M-20180620-COMP",NA,NA,NA,NA,22.7666666666667,0.158333333333333,5.82,4.48666666666667,32.922166,-87.428895,114.9,"peakGreenness","mixedForest"
"TALL_002-M-20190617-COMP",NA,NA,NA,NA,21.5666666666667,0.143666666666667,5.36333333333333,4.27333333333333,32.922166,-87.428895,114.9,"peakGreenness","mixedForest"
"TALL_002-M-20200708-COMP",NA,NA,NA,NA,23.2333333333333,0.235666666666667,5.01666666666667,4.27,32.922166,-87.428895,114.9,"peakGreenness","mixedForest"
"TALL_002-M-20210601-COMP",4.3,-27.1333333333333,0.06,1.44666666666667,20.6666666666667,0.177333333333333,4.95666666666667,4.07,32.922166,-87.428895,114.9,"peakGreenness","mixedForest"
"TALL_002-M-20220606-COMP",NA,NA,NA,NA,21.8333333333333,0.281,5.09,4.42,32.922166,-87.428895,114.9,"peakGreenness","mixedForest"
"TALL_002-M-20230530-COMP",NA,NA,NA,NA,19.6666666666667,0.269666666666667,4.88333333333333,4.12666666666667,32.922166,-87.428895,114.9,"peakGreenness","mixedForest"
"TALL_002-O-20160823-COMP",NA,NA,NA,NA,23.3333333333333,2.03366666666667,6.00333333333333,5.15666666666667,32.922166,-87.428895,114.9,"peakGreenness","mixedForest"
"TALL_003-M-20160823-COMP",NA,NA,NA,NA,30.3333333333333,0.675333333333333,6.135,5.315,32.893534,-87.415333,120.8,"peakGreenness","mixedForest"
"TALL_003-M-20170612-COMP",3.66666666666667,-27.2666666666667,0.0566666666666667,1.38333333333333,28.8333333333333,0.099,5.63333333333333,4.64666666666667,32.893534,-87.415333,120.8,"peakGreenness","mixedForest"
"TALL_003-M-20180620-COMP",NA,NA,NA,NA,27.3666666666667,0.0746666666666667,5.63666666666667,4.44666666666667,32.893534,-87.415333,120.8,"peakGreenness","mixedForest"
"TALL_003-M-20190617-COMP",NA,NA,NA,NA,23.4,0.067,5.7,4.81666666666667,32.893534,-87.415333,120.8,"peakGreenness","mixedForest"
"TALL_003-M-20200709-COMP",NA,NA,NA,NA,25.0666666666667,0.141666666666667,5.31333333333333,4.53,32.893534,-87.415333,120.8,"peakGreenness","mixedForest"
"TALL_003-M-20210601-COMP",3.25,-27.525,0.0475,0.915,19.6,0.07275,5.1675,4.3725,32.893534,-87.415333,120.8,"peakGreenness","mixedForest"
"TALL_003-M-20220606-COMP",NA,NA,NA,NA,27.1333333333333,0.0893333333333333,5.3,4.40333333333333,32.893534,-87.415333,120.8,"peakGreenness","mixedForest"
"TALL_003-M-20230531-COMP",NA,NA,NA,NA,22.2666666666667,0.0956666666666667,5.5,4.74,32.893534,-87.415333,120.8,"peakGreenness","mixedForest"
"TALL_004-M-20140708-COMP",4.625,-26.675,0.0325,0.915,19,0.0845,4.855,4.04,32.957884,-87.432614,132.2,"peakGreenness","evergreenForest"
"TALL_004-M-20160823-COMP",NA,NA,NA,NA,23.5,0.5135,5.115,4.095,32.957884,-87.432614,132.2,"peakGreenness","evergreenForest"
"TALL_004-M-20170612-COMP",3.4,-26.5333333333333,0.0366666666666667,1.08666666666667,26.3,0.117666666666667,4.97333333333333,4.03,32.957884,-87.432614,132.2,"peakGreenness","evergreenForest"
"TALL_004-M-20180620-COMP",NA,NA,NA,NA,26.8333333333333,0.0546666666666667,5.42,4.16,32.957884,-87.432614,132.2,"peakGreenness","evergreenForest"
"TALL_004-M-20190618-COMP",NA,NA,NA,NA,29.5,0.0896666666666667,5.03,3.97,32.957884,-87.432614,132.2,"peakGreenness","evergreenForest"
"TALL_004-M-20200707-COMP",NA,NA,NA,NA,24.8,0.122,4.89,4.09666666666667,32.957884,-87.432614,132.2,"peakGreenness","evergreenForest"
"TALL_004-M-20210601-COMP",2.93333333333333,-27,0.05,1.41666666666667,24.2333333333333,0.081,5.04333333333333,4.12333333333333,32.957884,-87.432614,132.2,"peakGreenness","evergreenForest"
"TALL_004-M-20220606-COMP",NA,NA,NA,NA,25.8,0.130666666666667,4.68,3.89666666666667,32.957884,-87.432614,132.2,"peakGreenness","evergreenForest"
"TALL_004-M-20230531-COMP",NA,NA,NA,NA,23.8333333333333,0.0823333333333333,4.89,4.17666666666667,32.957884,-87.432614,132.2,"peakGreenness","evergreenForest"
"TALL_006-M-20140707-COMP",4.3,-26.9,0.08,2.13666666666667,15.4333333333333,0.104666666666667,5.48333333333333,4.50666666666667,32.898842,-87.446131,99,"peakGreenness","evergreenForest"
"TALL_006-M-20160822-COMP",NA,NA,NA,NA,23.3333333333333,0.497,5.45,4.48,32.898842,-87.446131,99,"peakGreenness","evergreenForest"
"TALL_006-M-20170612-COMP",4,-27.0333333333333,0.0466666666666667,1.28333333333333,22.1666666666667,0.111,5.15,4.16333333333333,32.898842,-87.446131,99,"peakGreenness","evergreenForest"
"TALL_006-M-20180620-COMP",NA,NA,NA,NA,23.9333333333333,0.0933333333333333,5.67666666666667,4.40666666666667,32.898842,-87.446131,99,"peakGreenness","evergreenForest"
"TALL_006-M-20190617-COMP",NA,NA,NA,NA,22.4666666666667,0.0683333333333333,5.32,4.33,32.898842,-87.446131,99,"peakGreenness","evergreenForest"
"TALL_006-M-20200709-COMP",NA,NA,NA,NA,24.0666666666667,0.126333333333333,5.19333333333333,4.47333333333333,32.898842,-87.446131,99,"peakGreenness","evergreenForest"
"TALL_006-M-20210601-COMP",4.43333333333333,-26.6,0.04,1.03,18.9666666666667,0.0686666666666667,5.2,4.25,32.898842,-87.446131,99,"peakGreenness","evergreenForest"
"TALL_006-M-20220606-COMP",NA,NA,NA,NA,22.8333333333333,0.0836666666666667,5.12333333333333,4.35,32.898842,-87.446131,99,"peakGreenness","evergreenForest"
"TALL_006-M-20230531-COMP",NA,NA,NA,NA,21.2333333333333,0.152666666666667,5.02666666666667,4.27333333333333,32.898842,-87.446131,99,"peakGreenness","evergreenForest"
"TALL_006-O-20140707-COMP",NA,NA,NA,NA,15.4333333333333,NA,5.335,4.155,32.898842,-87.446131,99,"peakGreenness","evergreenForest"
"TALL_007-M-20160823-COMP",NA,NA,NA,NA,23.3333333333333,0.539,5.52666666666667,4.47666666666667,32.974426,-87.42694,83.9,"peakGreenness","deciduousForest"
"TALL_007-M-20170612-COMP",3.33333333333333,-27.1,0.0566666666666667,1.22,22.1,0.237,4.75666666666667,3.89666666666667,32.974426,-87.42694,83.9,"peakGreenness","deciduousForest"
"TALL_007-M-20180620-COMP",NA,NA,NA,NA,23.4333333333333,0.121,5.46333333333333,4.18666666666667,32.974426,-87.42694,83.9,"peakGreenness","deciduousForest"
"TALL_007-M-20190618-COMP",NA,NA,NA,NA,21.8666666666667,0.096,5.14,4.03666666666667,32.974426,-87.42694,83.9,"peakGreenness","deciduousForest"
"TALL_007-M-20200708-COMP",NA,NA,NA,NA,23.6666666666667,0.179666666666667,4.95666666666667,4.15666666666667,32.974426,-87.42694,83.9,"peakGreenness","deciduousForest"
"TALL_007-M-20210603-COMP",3.36666666666667,-27.6,0.0466666666666667,0.963333333333333,23.4333333333333,0.09,5.14,4.17333333333333,32.974426,-87.42694,83.9,"peakGreenness","deciduousForest"
"TALL_007-M-20220606-COMP",NA,NA,NA,NA,21.0333333333333,0.120666666666667,4.85666666666667,4.09666666666667,32.974426,-87.42694,83.9,"peakGreenness","deciduousForest"
"TALL_007-M-20230530-COMP",NA,NA,NA,NA,21.0666666666667,0.148333333333333,5.05666666666667,4.29,32.974426,-87.42694,83.9,"peakGreenness","deciduousForest"
"TALL_007-O-20170612-COMP",2.9,-27.35,0.3,8.88,22,0.3655,4.645,3.58,32.974426,-87.42694,83.9,"peakGreenness","deciduousForest"
"TALL_044-M-20160822-COMP",NA,NA,NA,NA,24.3333333333333,0.562666666666667,5.22333333333333,4.25333333333333,32.952869,-87.397606,129.1,"peakGreenness","evergreenForest"
"TALL_044-M-20170614-COMP",3.8,-27.35,0.0425,1.0575,23,0.17725,5.015,4.1375,32.952869,-87.397606,129.1,"peakGreenness","evergreenForest"
"TALL_044-M-20180618-COMP",NA,NA,NA,NA,23.8333333333333,0.106,5.22333333333333,4.10666666666667,32.952869,-87.397606,129.1,"peakGreenness","evergreenForest"
"TALL_044-M-20190617-COMP",NA,NA,NA,NA,23.3666666666667,0.0733333333333333,5.41333333333333,4.41,32.952869,-87.397606,129.1,"peakGreenness","evergreenForest"
"TALL_044-M-20200707-COMP",NA,NA,NA,NA,26.2666666666667,0.097,5.17333333333333,4.34,32.952869,-87.397606,129.1,"peakGreenness","evergreenForest"
"TALL_044-M-20210603-COMP",2.86666666666667,-27.5,0.0366666666666667,0.883333333333333,21.7333333333333,0.0936666666666667,5.12666666666667,4.18333333333333,32.952869,-87.397606,129.1,"peakGreenness","evergreenForest"
"TALL_044-M-20220608-COMP",NA,NA,NA,NA,23.2333333333333,0.109333333333333,4.84333333333333,4.15333333333333,32.952869,-87.397606,129.1,"peakGreenness","evergreenForest"
"TALL_044-M-20230530-COMP",NA,NA,NA,NA,19.6,0.150333333333333,4.96666666666667,4.26,32.952869,-87.397606,129.1,"peakGreenness","evergreenForest"
"TALL_047-M-20160822-COMP",NA,NA,NA,NA,23.5,0.685,5.415,4.375,32.951498,-87.398914,137.2,"peakGreenness","evergreenForest"
"TALL_047-M-20170614-COMP",4.76666666666667,-26.8333333333333,0.07,2.39333333333333,22.1333333333333,0.191666666666667,5.21,4.26,32.951498,-87.398914,137.2,"peakGreenness","evergreenForest"
"TALL_047-M-20180618-COMP",NA,NA,NA,NA,23.6333333333333,0.106333333333333,5.86333333333333,4.81333333333333,32.951498,-87.398914,137.2,"peakGreenness","evergreenForest"
"TALL_047-M-20190617-COMP",NA,NA,NA,NA,24.1,0.130666666666667,5.24,4.26666666666667,32.951498,-87.398914,137.2,"peakGreenness","evergreenForest"
"TALL_047-M-20200708-COMP",NA,NA,NA,NA,23.8333333333333,0.228666666666667,4.92,4.3,32.951498,-87.398914,137.2,"peakGreenness","evergreenForest"
"TALL_047-M-20210603-COMP",3.53333333333333,-26.9666666666667,0.0866666666666667,2.4,20.5666666666667,0.152333333333333,5.47666666666667,4.51,32.951498,-87.398914,137.2,"peakGreenness","evergreenForest"
"TALL_047-M-20220608-COMP",NA,NA,NA,NA,23.1,0.166666666666667,5,4.27666666666667,32.951498,-87.398914,137.2,"peakGreenness","evergreenForest"
